,h1hom0,h1hom1,h2hom0,h2hom1,h3hom0,h3hom1,h4hom0,h4hom1,protein
27,6.82639952084575,5.242937689149703,6.746825123119321,5.098313564060343,6.690009197967108,5.204534358862324,6.858084707204967,5.278593464287468,0.0
28,6.226748181030181,4.755356659704971,6.059595493666381,4.211362872393785,6.1838071429188055,4.704040960816999,6.311557754891648,4.495953891180295,0.0
29,7.934712034363994,6.650391817129796,7.838797395899142,6.560032566662981,7.844121396217942,6.548963839825651,7.921985062988779,6.628331717923265,0.0
30,6.502777360138461,4.882159299743552,6.382569556845538,4.769424672328392,6.416672488042469,4.801896021438184,6.44877529742581,4.871267266094455,0.0
31,4.893812170282287,4.82376690388923,4.858447901893672,4.767071140460978,4.847720548160132,4.778331394500475,4.906012788133107,4.82150569078581,0.0
32,4.626146279722544,6.555773970045366,4.617747939036862,6.5487673381539775,4.606077534152816,6.525833691137444,4.648783231287498,6.5908437847112324,0.0
33,6.533241384925629,5.815134595326332,6.395928210313213,5.68437628614495,6.40958419983481,5.691826165137592,6.480823368325213,5.807158593266728,0.0
34,6.139893720473513,6.595304336879363,6.041096093927721,6.568793712554267,6.127608992534732,6.5740791630145194,6.209303952916845,6.657240787815905,0.0
35,5.30798365533266,7.208262655266194,5.201312777434909,7.126227194930837,5.267417383614661,7.092629167893373,5.311665415121687,7.221693148600098,0.0
36,7.032333920253685,6.95263171722421,6.972439778106647,6.886216690456541,6.946281902003479,6.828823529777334,7.076241298949888,6.973311572874432,0.0
37,6.8243237249765665,6.085956746678956,6.748130696227451,6.007877069229696,6.724399538914508,5.962676124158453,6.868110430390717,6.1237573187963115,0.0
38,6.590131786419202,7.362724666790865,6.463152647316604,7.243853145946747,6.52513662974847,7.259929863830979,6.550823242741673,7.3653908132170205,0.0
39,3.519620332805218,4.040432944743765,3.42097440931596,3.963808386667332,3.436503093672842,3.835293127430712,3.4139283427963445,3.9449315679673225,0.0
40,6.308101733448107,2.966950108860709,6.3019172529492815,2.973321654318378,6.158658504468874,2.875503398538669,6.344837036355759,2.987386153067829,0.0
41,6.17414401833797,5.9322338751797865,6.135326674608805,5.778992907883756,6.0380207249586935,5.852772296218199,6.208081541285759,5.9036960613637115,0.0
42,4.790529609010516,5.7217926048169385,4.725746428708444,5.592014024058717,4.7077437852317345,5.639706187135152,4.777807514238958,5.665098716354522,0.0
43,7.093874028660451,5.926139681262285,6.962742165415846,5.785346241497266,7.031006100767855,5.847821163282589,7.043850807785864,5.897244616886162,0.0
44,7.458761405833841,6.274140253829152,7.332552385408069,6.212755917663019,7.42263729587194,6.189357457801335,7.452390282555568,6.300232250250238,0.0
45,5.070902632549659,4.261364697935238,4.994710919905829,4.067243570357421,4.965407294404005,4.212172642010204,5.0359427110365615,4.1720531389916164,0.0
46,5.647882893380243,6.240717054961017,5.642443377076541,6.182775042212687,5.569344465403799,6.1627135800558595,5.69620312363408,6.26137267048108,0.0
47,4.40934860474156,4.433534210005604,4.319373773301748,4.07129887171438,4.286822954603475,4.382070605881678,4.3504285807698775,4.06291867262677,0.0
48,6.295402021661962,4.950837591994508,6.25675269371947,4.898454231268446,6.243645866459001,4.93175997101922,6.281705205931635,4.914993139789212,0.0
49,4.8002299908205455,4.709538335208141,4.751214175293557,4.651395969448351,4.71887412048983,4.65368690879991,4.751503737273141,4.629891602643868,0.0
50,5.137626140625092,6.575164971382703,5.076243750590452,6.496186633380887,5.130298430905995,6.511256266451355,5.17438099909509,6.605243299372503,1.0
51,3.4376121067561396,2.8694985578936523,3.3460802492339,2.820676404683436,3.3584146855446146,2.8194100213077156,3.3805513740943915,2.8806992759486754,1.0
52,4.840665493812375,3.7276254236638096,4.715927194901783,3.719304754532768,4.803717623911802,3.5519189476344937,4.824435232336429,3.711256656245271,1.0
53,4.918890805403804,5.410696823849644,4.8217602926715,5.332422368111583,4.817736417058457,5.273739153165318,4.89624349752296,5.405379873298889,1.0
54,5.578681509442753,6.256185978667304,5.3440786016562,6.201491271344727,5.346304658550265,5.968405786786485,5.395851456039709,6.231853639010476,1.0
55,6.7902446567382,6.79635026941484,6.685483155856893,6.723021054967225,6.700429697952777,6.7208679022983,6.720175290817208,6.832049184717871,1.0
56,5.280450640087194,4.376412102450681,5.23855764599698,4.193658165622305,5.1879578511977495,4.188544630866018,5.274785008901697,4.36992413857001,1.0
57,6.418102122620947,6.978315685064606,6.249263993506028,6.838072706454005,6.322169087964746,6.8886406448905895,6.459041186824812,6.914722780623243,1.0
58,4.997143414421814,5.653127379457211,4.868782591889141,5.502296286424982,4.977453102402016,5.627735407429959,4.993352848452434,5.667584685635148,1.0
59,6.293300218848796,6.369422559407045,6.253093704562407,6.324710947304546,6.246882561599507,6.322455138254485,6.310066964472724,6.431327999386034,1.0
60,6.522547755380179,5.860930168872177,6.4176719588261095,5.780996019072864,6.401466275071285,5.648186975633108,6.569716048252444,5.876102437670376,1.0
61,6.126832846601273,5.706248590289776,5.969315340506686,5.586964543921617,6.045454230680279,5.594013750556915,6.096457232884576,5.706165868106786,1.0
62,4.76582323697024,3.3987261741353265,4.499547319248221,2.8859664007225776,4.689454308789896,3.3638799977845877,4.579351291443777,3.160400766406317,1.0
63,5.388588270781833,6.23542766538335,5.304775009039681,6.143942774287038,5.316441448898667,6.112064933436991,5.336561178579287,6.186145447376548,1.0
64,6.765274809699142,5.801639179137337,6.649951263904856,5.7428087008881015,6.678907993600803,5.716636987356922,6.750026611677403,5.7881078560217745,1.0
65,6.05635622469223,5.236634197794228,5.978892120717611,5.174716624989965,5.982205528564301,5.107327336018544,6.068707864634857,5.2823688306908565,1.0
66,3.0788716418506556,3.835159330630073,2.978630470746595,3.7506751886084113,2.956192696507092,3.7185936989537742,3.0580172312621,3.8607919874752334,1.0
67,5.47668570892988,4.701908062319081,5.309096357677877,4.613550673923324,5.396308257908985,4.5997791149064975,5.419611152351652,4.707305948123115,1.0
68,4.416411017135436,2.8745054980580185,4.185079797654713,2.7796437527698146,4.357138452426331,2.858285402131199,4.39936637213399,2.8154678271074296,1.0
69,3.5960440830599048,4.03505145622578,3.5775506565725492,3.997058339822236,3.5446196378430566,4.019079375245072,3.585025672672913,4.027727443586393,1.0
70,4.120535459937546,3.1941330413007467,4.073825079380232,3.1744553424827435,4.129700221559275,3.1693458792334477,4.236776740759369,3.2369715162543313,1.0
71,5.9598868586068905,6.650840351712566,5.914378027326642,6.593886318130676,5.8188347529964295,6.471225535588934,5.992083812563627,6.704548307070616,1.0
72,4.246991215607045,4.745048601329469,3.8124322792662277,4.62946292547289,4.225868853387042,4.614390846737702,4.217027737449679,4.68781864436324,1.0
73,5.855450118790141,4.847995316790682,5.797793113666735,4.7799385168045285,5.787563815900026,4.757664079275621,5.901557272688188,4.809914673565536,1.0
74,5.018410099441747,2.7690830644624813,4.95731923621151,2.702190356975162,5.019890163214747,2.798859382238618,5.01704267501837,2.817673165951796,1.0
75,5.094979044237126,3.7337277653066585,5.057049007916396,3.63722789469216,4.950600562153009,3.610991465507052,5.137394395421902,3.805956198498315,1.0
76,5.7160432931768215,4.2529617318527215,5.641566509952405,4.164704609819159,5.660751035336302,4.1406470717398385,5.704916059460543,4.240082228276851,1.0
77,5.873072020324143,4.619851202375375,5.811427580695489,4.543191708575451,5.80760506707854,4.54695623371323,5.9140021161108605,4.665882881449692,1.0
78,5.214153834447176,3.0690628121066146,5.1481136650091015,2.9947124943266257,5.096551807707109,2.971582787937174,5.178551009466686,3.0644666734222774,1.0
79,5.264526874191528,7.239252930955779,5.17836124656172,7.126020425849098,5.191369832544551,7.149699646386544,5.259636940331926,7.248212128117139,1.0
80,5.470015560812156,4.356787141459093,5.349134767894147,4.306989539276477,5.380733305732411,4.158725326369398,5.45593842037228,4.366329245457383,1.0
81,5.832882401800088,6.491918138438963,5.6403606068928225,6.3796909140191325,5.704555831392505,6.361944797490594,5.784455154178105,6.506766774826565,1.0
82,7.463004434670866,6.173748856794049,7.421316530510145,6.167719145281978,7.358455243437705,6.051101451151045,7.492226278371232,6.213006273227177,1.0
83,3.9136724243459713,3.1492396600498282,3.7653619989022222,3.016258840375907,3.8342022968169402,3.072921762106118,3.874140584718727,3.1891194213633764,1.0
84,4.050270730585368,3.7191081047232597,4.021729066273381,3.62172952739415,3.8236379509155163,3.6159287446001924,4.161267640253418,4.038375157624085,1.0
85,6.6115441676971205,6.820065166380338,6.519470681414505,6.692642812094946,6.525797839762234,6.656023637835808,6.547477755897514,6.76875415520467,1.0
86,6.735556024905378,5.540740126559553,6.626334011097795,5.4523298430079885,6.613967729606049,5.43010364858647,6.752888994585359,5.569820271266564,1.0
87,4.463858041513974,5.186025713024971,4.399607501442585,5.115555105372875,4.400947997614804,5.08382449221943,4.416825196718277,5.212664111070513,1.0
88,3.4462694238161906,4.1715216167290095,3.3498928574287206,4.0444592295568755,3.3839710100449976,4.122051538834201,3.4274209357739154,4.210828029732242,1.0
89,6.232411042661025,4.973579796396853,6.127617350212587,4.85128658361752,6.177088011997343,4.926738128885481,6.243179525538213,5.036576308436638,1.0
90,5.469810361582039,6.289157118945201,5.4016295272280335,6.181416410975234,5.398448497781469,6.265542756853268,5.480715111104277,6.28949463315474,1.0
91,7.030415957663535,5.857591102909936,6.950512060006998,5.712253808295042,6.919614458416953,5.835123825225889,7.045503775750943,5.794874056985887,1.0
92,6.6281015258508615,5.5297873380351685,6.521956880842263,5.43392614464768,6.588455776481597,5.485667045899332,6.671193957463374,5.579199097799599,1.0
93,5.000136850082058,4.818031135368338,4.909060891610814,4.707766853373375,4.881674842200302,4.788464016237301,4.980318033138741,4.809585583495546,1.0
94,6.552673864864276,4.530914547762119,6.442078602020225,4.43822714847948,6.43104535061483,4.5024030918840925,6.556705850619916,4.523458460118391,1.0
95,7.320114423864884,6.6858150698003875,7.215496550189427,6.584528727144137,7.192567477721905,6.565891626972122,7.352285808006678,6.679612266610302,1.0
96,5.518307952022097,5.733802143341416,5.443886088136016,5.577986270203317,5.422245424131061,5.669765604336949,5.65062327018832,5.621638318031076,1.0
97,4.099694863637936,3.451441779442224,4.105820484797399,3.4134100426538607,3.9218747515137853,3.322216894701409,4.20737993599357,3.523839211278913,1.0
98,6.32102548397082,7.1195119648608065,6.188288084739816,7.010437506543598,6.232316007010831,7.0238616086715435,6.29069090432264,7.076904556160117,1.0
99,6.39460349041713,6.578197103616349,6.226714991129573,6.535661068684499,6.328924126802264,6.488291290011703,6.28148578108898,6.562428615066606,1.0
